시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
유금와당박물관,사립,서울특별시 종로구 창의문로 11가길 4,,37.55496014,126.9338173,02-394-3451,유창종.금기숙,www.yoogeum.org,,00:00,00:00,00:00,00:00,홈페이지참고,5000,3000,3000,,,,02-394-3451,유창종.금기숙,2018-08-20,6110000,서울특별시,
이한열기념관,사립,서울특별시 마포구 신촌로 12나길 26,,37.56623131,126.970695,02-325-7216,문화체육관광부,www.leememorial.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-325-7216,문화체육관광부,2018-08-20,6110000,서울특별시,
이화박물관,사립,서울특별시 중구 정동길 26,,37.565564,126.971229,02-2175-1964,이화여자고등학교,www.ewhamuseum.co.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2175-1964,이화여자고등학교,2018-08-20,6110000,서울특별시,
인도박물관,사립,"서울특별시 서초구 서초중앙로2길 35, 2층",,37.484018,127.019206,02-585-2185,김양식,http://www.indo-museum.org,,00:00,00:00,00:00,00:00,홈페이지참고,3000,1000,1000,,,,02-585-2185,김양식,2018-08-20,6110000,서울특별시,
전기박물관,사립,서울특별시 서초구 효령로 72길 60,,37.485889,127.028535,02-2105-8190,한국전력공사,www.kepco.co.kr/museum,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2105-8190,한국전력공사,2018-08-20,6110000,서울특별시,
전쟁과여성인권박물관,사립,서울특별시 마포구 월드컵북로11길 20호,,37.560103,126.914879,02-392-5252,한국정신대문제대책협의회,http://www.womenandwarmuseum.net,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,1000,,,,02-392-5252,한국정신대문제대책협의회,2018-08-20,6110000,서울특별시,
전쟁기념관,사립,서울특별시 용산구 이태원로 29번지(용산동 1가),,35.448021,128.386295,02-709-3139,전쟁기념사업회,www.warmemo.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-709-3139,전쟁기념사업회,2018-08-20,6110000,서울특별시,
종이나라박물관,사립,서울특별시 중구 장충단로 166 종이나라빌딩 2층,,37.559634,127.0061611,02-2279-7901,㈜종이나라,www.papermuseum.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,2000,1500,1500,,,,02-2279-7901,㈜종이나라,2018-08-20,6110000,서울특별시,
짚풀생활사박물관,사립,서울특별시 종로구 성균관로 4길 45,,37.584851,126.999954,02-743-8787,짚풀문화재단,www.zipul.com,,00:00,00:00,00:00,00:00,홈페이지참고,5000,4000,4000,,,,02-743-8787,짚풀문화재단,2018-08-20,6110000,서울특별시,
초전섬유퀼트박물관,사립,서울특별시 중구 퇴계로 18길 66,,37.558158,126.984233,02-753-4075,김순희,www.jculture.co.kr/museum http://blog.naver.com/chojunmuseum https://twitter.com/chojunmuseum,,00:00,00:00,00:00,00:00,홈페이지참고,5000,3000,2000,,,,02-753-4075,김순희,2018-08-20,6110000,서울특별시,
춘원당한방박물관,사립,서울특별시 종로구 돈화문로 9길 27,,37.571517,126.990288,02-3672-2005,이윤선,www.cwdmuseum.com,,00:00,00:00,00:00,00:00,홈페이지참고,2000,1000,1000,,,,02-3672-2005,이윤선,2018-08-20,6110000,서울특별시,
코리아나화장박물관,사립,서울특별시 강남구 언주로 827(신사동),,37.524051,127.032784,02-547-9177,기업,,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,3000,,,,02-547-9177,기업,2018-08-20,6110000,서울특별시,
탄허기념박물관,사립,서울특별시 강남구 밤고개로14길 13-51(자곡동),,37.479002,127.102944,02-445-8486,종교법인,　http://www.tanheo.org/ https://blog.naver.com/thmuseum https://www.instagram.com/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-445-8486,종교법인,2018-08-20,6110000,서울특별시,
평강성서유물박물관,사립,서울특별시 구로구 오류로8리길 44,,37.491971,126.844051,02-2686-9496,재단법인,www.apm.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,2000,2000,1000,,,,02-2686-9496,재단법인,2018-08-20,6110000,서울특별시,
피규어뮤지엄W,사립,서울특별시 강남구 선릉로158길 3(청담동),,37.525749,127.040384,070-7404-2240,기업,http://www.figuremuseumw.co.kr,,00:00,00:00,00:00,00:00,홈페이지참고,15000,13500,12000,,,,070-7404-2240,기업,2018-08-20,6110000,서울특별시,
한국가구박물관,사립,서울특별시 성북구 대사관로 121(성북동),,37.600014,126.9931211,02-745-0181,정미숙,www.kofum.com,,00:00,00:00,00:00,00:00,홈페이지참고,20000,10000,10000,,,,02-745-0181,정미숙,2018-08-20,6110000,서울특별시,
한국광고박물관,사립,서울특별시 송파구 올림픽로35길 137,,37.515831,127.099222,02-2144-0116,한국방송광고진흥공사,http://admuseum.kobaco.co.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2144-0116,한국방송광고진흥공사,2018-08-20,6110000,서울특별시,
한국금융사박물관,사립,서울특별시 중구 세종대로 135-5,,37.568461,126.976273,02-738-6806,신한은행,www.shinhanmuseum.co.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-738-6806,신한은행,2018-08-20,6110000,서울특별시,
한국색동박물관,사립,"서울특별시 종로구 율곡로10길, 85-7",,37.573841,126.992071,02-765-9286,김옥현,http://www.saekdongmuseum.com/,,00:00,00:00,00:00,00:00,홈페이지참고,400,500,120,,,,02-765-9286,김옥현,2018-08-20,6110000,서울특별시,
한국은행 화폐박물관,사립,서울특별시 중구 남대문로 39,,37.562075,126.980538,02-759-4881,한국은행,museum.bok.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-759-4881,한국은행,2018-08-20,6110000,서울특별시,
한국잡지박물관,사립,"서울특별시 영등포구 여의대방로 67길 11, 잡지화관 B1층",,37.519773,126.930237,02-360-0041,한국잡지협회,http://museum.magazine.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,6000,900,700,,,,02-360-0041,한국잡지협회,2018-08-20,6110000,서울특별시,
한국천주교순교자박물관,사립,서울특별시 마포구 토정로 6 (합정동),,37.544408,126.911635,02-3142-4504,천주교서울특별시대교구유지재단,www.jeoldusan.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3142-4504,천주교서울특별시대교구유지재단,2018-08-20,6110000,서울특별시,
한국현대문학관,사립,서울특별시 중구 동호로 268,,37.560933,127.003671,02-2277-4857,전숙희,www.kmlm.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,3000,2000,0,,,,02-2277-4857,전숙희,2018-08-20,6110000,서울특별시,
한국현대의상박물관,사립,"서울특별시 종로구 율곡로 241-2 수진빌딩 9,10층",,37.575461,127.005507,02-734-7340,신혜순,www.kmmc.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,5000,4000,4000,,,,02-734-7340,신혜순,2018-08-20,6110000,서울특별시,
한무숙 문학관,사립,서울특별시 종로구 혜화로 9길 20,,37.587793,126.998591,02-762-3093,김진흥,www.hahnmoosook.com,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-762-3093,김진흥,2018-08-20,6110000,서울특별시,
한익환서울아트박물관,사립,서울특별시 용산구 한남대로 108,,37.537991,127.004982,02-796-0100,김인순,blog.daum.net/hansam2012blog.naver.com/hansam2006,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-796-0100,김인순,2018-08-20,6110000,서울특별시,
혜곡최순우기념관,사립,서울특별시 성북구 성북로 15길 9,,37.592904,127.000314,02-3675-3401,윤상구(재단법인 내셔널트러스트 문화유산기금),http://choisunu.com,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3675-3401,윤상구(재단법인 내셔널트러스트 문화유산기금),2018-08-20,6110000,서울특별시,
호림박물관(신림본관),사립,서울특별시 관악구 남부순환로152길 53(신림동),,37.480795,126.918789,02-858-3874,성보문화재단,www.horimmuseum.org,,00:00,00:00,00:00,00:00,홈페이지참고,4000,2000,20000,,,,02-858-3874,성보문화재단,2018-08-20,6110000,서울특별시,
호림박물관(신사분관),사립,서울특별시 강남구 도산대로 317(신사동),,37.522648,127.036215,02-541-3523,성보문화재단,,,00:00,00:00,00:00,00:00,홈페이지참고,4000,2000,2000,,,,02-541-3523,성보문화재단,2018-08-20,6110000,서울특별시,
화정박물관,사립,서울특별시 종로구 평창8길 3,,37.604654,126.965901,02-2075-0114,한빛문화재단,www.hjmuseum.org,,00:00,00:00,00:00,00:00,홈페이지참고,6000,3000,3000,,,,02-2075-0114,한빛문화재단,2018-08-20,6110000,서울특별시,
건국대학교박물관,대학,서울특별시 광진구 능동로 120,,37.542383,127.075614,02-450-3881,건국대학교,http://museum.konkuk.ac.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-450-3881,건국대학교,2018-08-20,6110000,서울특별시,
경희대학교 자연사박물관,대학,서울특별시 동대문구 경희대로26,,37.597711,127.055198,02-961-0142,경희대학교,http://nhm.khu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-961-0142,경희대학교,2018-08-20,6110000,서울특별시,
경희대학교 중앙박물관,대학,서울특별시 동대문구 경희대로 26,,37.597043,127.053142,02-961-0141,경희대학교,http://museum.khu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-961-0141,경희대학교,2018-08-20,6110000,서울특별시,
경희대학교 한의학역사박물관,대학,서울특별시 동대문구 경희대로 26 경희대학교 한의과대학 403호,,37.596192,127.052551,02-961-2274,경희대학교,없음,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-961-2274,경희대학교,2018-08-20,6110000,서울특별시,
고려대학교박물관,대학,서울특별시 성북구 안암로 145,,37.589433,127.034532,02-3290-1514,고려대학교,museum.korea.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3290-1514,고려대학교,2018-08-20,6110000,서울특별시,
국민대학교박물관,대학,서울특별시 성북구 정릉로 77(정릉동),,37.612707,126.993619,02-910-4212,국민대학교,https://museum.kookmin.ac.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-910-4212,국민대학교,2018-08-20,6110000,서울특별시,
덕성여자대학교박물관,사립,서울특별시 도봉구 삼양로 144길 33,,37.652736,127.016541,02-901-8132,덕성여자대학교,www.museum.duksung.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-901-8132,덕성여자대학교,2018-08-20,6110000,서울특별시,
동국대학교 박물관,대학,서울특별시 중구 필동로1길 30,,37.558591,126.999761,02-2260-3722,동국대학교,dgumuseum.dongguk.edu,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2260-3722,동국대학교,2018-08-20,6110000,서울특별시,
삼육대학교박물관,대학,서울특별시 노원구 화랑로 815,,37.642261,127.107832,02-3399-3065,삼육대학교,https://www.facebook.com/museum.syu.ac.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3399-3065,삼육대학교,2018-08-20,6110000,서울특별시,
상명대학교 박물관,대학,서울특별시 종로구 평창문화로 151,,37.610541,126.975955,02-791-7920,상명대학교,museum.smu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-791-7920,상명대학교,2018-08-20,6110000,서울특별시,
서울대학교치의학대학원치의학박물관,대학,서울특별시 종로구 대학로 103 서울특별시대학교 치의학대학원,,37.577939,126.999605,02-740-8799,서울특별시대학교,,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-740-8799,서울특별시대학교,2018-08-20,6110000,서울특별시,
서울대학교박물관,국립,서울특별시 관악구 관악로 1,,37.464531,126.952209,02-880-5333,서울특별시대학교,http://museum.snu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-880-5333,서울특별시대학교,2018-08-20,6110000,서울특별시,
서울시립대학교 박물관,대학,서울특별시 동대문구 서울특별시립대로 163,,37.583155,127.056948,02-6490-6586,서울특별시특별시립대학교,museum.uos.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-6490-6586,서울특별시특별시립대학교,2018-08-20,6110000,서울특별시,
서울여자대학교박물관,대학,서울특별시 노원구 화랑로 621,,37.629214,127.090583,02-970-5311,서울특별시여자대학교,museum.swu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-970-5311,서울특별시여자대학교,2018-08-20,6110000,서울특별시,
성균관대학교 박물관,대학,서울특별시 종로구 성균관로 25-2,,37.587447,126.994751,02-760-1216,성균관대학교,shb.skku.edu/museum,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-760-1216,성균관대학교,2018-08-20,6110000,서울특별시,
성신여자대학교 박물관,대학,서울특별시 성북구 보문로 34다길 2,,37.591711,127.021257,02-920-7325,성신여자대학교,www.sungshin.ac.kr/museum,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-920-7325,성신여자대학교,2018-08-20,6110000,서울특별시,
성신여자대학교자연사박물관,대학,서울특별시 강북구 도봉로 76가길 55,,37.631784,127.027406,02-920-2057,사립: 이숙종,www.sungshin.ac.kr/museum,,00:00,00:00,00:00,00:00,홈페이지참고,2000,1500,1500,,,,02-920-2057,사립: 이숙종,2018-08-20,6110000,서울특별시,
성신여자대학교정원박광훈 복식박물관,대학,서울특별시 강북구 도봉로 76가길 55,,37.631776,127.027389,02-920-2657,사립: 이숙종,www.sungshin.ac.kr/museum,,00:00,00:00,00:00,00:00,홈페이지참고,2000,1500,1500,,,,02-920-2657,사립: 이숙종,2018-08-20,6110000,서울특별시,
세종대학교박물관,대학,서울특별시 광진구 능동로 209,,37.5515211,127.075253,02-3408-3876,세종대학교,http://museum.sejong.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3408-3876,세종대학교,2018-08-20,6110000,서울특별시,
숙명여자대학교박물관,대학,서울특별시 용산구 청파로 47길 100,,37.544679,126.964111,02-710-9134,숙명여자대학교,http://museum.sookmyung.ac.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-710-9134,숙명여자대학교,2018-08-20,6110000,서울특별시,
숙명여자대학교 정영양자수박물관,대학,서울특별시 용산구 청파로 47길 100,,37.544785,126.964436,02-710-9134,숙명여자대학교,http://www.chungyoungyang.com/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-710-9134,숙명여자대학교,2018-08-20,6110000,서울특별시,
숭실대학교 한국기독교박물관,대학,서울특별시 동작구 상도로369,,37.495555,126.9570711,02-820-0752,숭실대학교,museum.ssu.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-820-0752,숭실대학교,2018-08-20,6110000,서울특별시,
연세대학교박물관,대학,서울특별시 서대문구 연세로 50,,37.561825,126.937904,02-2123-3340,연세대학교,museum.yonsei.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2123-3340,연세대학교,2018-08-20,6110000,서울특별시,
이화여대박물관,대학,서울특별시 서대문구 이화여대길 52,,37.560298,126.944735,02-3277-3152,이화여자대학교,http://museum.ewha.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3277-3152,이화여자대학교,2018-08-20,6110000,서울특별시,
이화여자대학교 자연사박물관,대학,서울특별시 서대문구 이화여대길 52,,37.560603,126.948208,02-3277-4700,이화여자대학교,http://nhm.ewha.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-3277-4700,이화여자대학교,2018-08-20,6110000,서울특별시,
한양대학교박물관,대학,서울특별시 성동구 왕십리로222,,37.555271,127.044727,02-2220-1394,학교법인 한양학원,http://museumuf.hanyang.ac.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-2220-1394,학교법인 한양학원,2018-08-20,6110000,서울특별시,
홍익대학교  박물관,대학,서울특별시 마포구 와우산로 94 홍익대학교 문헌관 3층,,37.550714,126.926043,02-320-1323,홍익대학교,http://museum.hongik.ac.kr,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-320-1323,홍익대학교,2018-08-20,6110000,서울특별시,
동덕여자대학교박물관,사립,서울특별시 성북구 화랑로13길 60(하월곡동),,37.606597,127.042782,02-940-4232,동덕여자대학교,http://museum.dongduk.ac.kr/,,00:00,00:00,00:00,00:00,홈페이지참고,0,0,0,,,,02-940-4232,동덕여자대학교,2018-08-20,6110000,서울특별시,
겸재정선미술관,공립,서울특별시 강서구 양천로4길 36,,37.5722411,126.838467,02-2659-2206,강서구,wwwgjjs.or.kr,,00:00,00:00,00:00,00:00,홈페이지참고,1000,1000,500,,,,02-2659-2206,강서구,2018-08-20,6110000,서울특별시,
