관리번호,공원명
28200-00080,갯골2호수변공원
28200-00081,갯골3호수변공원
28200-00082,주적체육공원
28200-00083,전재울공원
28200-00084,아시아드선수촌공원
28200-00085,찬우물공원
28200-00086,성리공원
28200-00087,무지개공원
28200-00088,구월공원
28200-00089,석촌공원
28200-00090,네모공원
28200-00091,주원공원
28200-00092,간석육교공원
28200-00093,벌터고개공원
28200-00094,연락골공원
41281-00001,소공원338
41281-00003,벽제
41281-00004,수변공원(고양2일단)
41281-00006,고양동
41281-00007,고양
41281-00008,고양제1
41281-00009,소공원337
41281-00010,벽제2
41281-00014,관산
41281-00017,내곡동섬말3
41281-00018,내곡동섬말1
41281-00019,내곡동섬말2
41281-00021,대자1-1
41281-00022,한오동2-3
41281-00023,한오동2-2
41281-00026,대자2
41281-00027,대자1-2
41281-00028,한오동2-1
41281-00033,대덕2
41281-00034,덕은2
41281-00035,덕은4
41281-00036,덕은9(덕은지구)
41281-00037,덕은8(덕은지구)
41281-00038,덕은6(덕은지구)
41281-00039,덕은7(덕은지구)
41281-00040,덕은3
41281-00041,덕은5(덕은지구)
41281-00042,덕은10(덕은지구)
41281-00043,화전1
41281-00045,원흥지구수변공원(도래울바람물)
41281-00046,원흥근린1(도래울석탄)
41281-00047,원흥근린2(도래울의장대)
41281-00048,어린이공원1(고운)
41281-00049,어린이공원2(도담)
41281-00051,중모루
41281-00053,방아골
41281-00054,원흥근린3(도래울의장대)
41281-00055,동산1
41281-00056,삼송어린이3(동산)
41281-00059,동산3
41281-00061,삼송근린4(동산꽃맞이/밥할머니)
41281-00062,공원(벽제목암지구)
41281-00063,공원(벽제목암지구)
41281-00065,삼송소공원1
41281-00066,삼송근린3(세솔)
41281-00067,삼송어린이2(달걀부리)
41281-00069,삼송3
41281-00070,삼송소공원2
41281-00073,삼송근린2(덕수)
41281-00075,불당골
41281-00077,문화예술
41281-00079,주교 2
41281-00080,성사 1(어울림)
41281-00081,성사 3(성라어린이)
41281-00082,성사 2(별모래)
41281-00083,원당2
41281-00084,원당1
41281-00085,주공1
41281-00086,자전거
41281-00087,성라
41281-00088,삼송근린5(송강이야기)
41281-00089,삼송근린6(조관)
41281-00090,삼송어린이1(한우물)
41281-00091,삼송근린7(신원)
41281-00092,삼송근린8(한우물숲길)
41281-00093,원당4
41281-00095,삼송근린9(오금)
41281-00096,삼송근린11(오금상촌)
41281-00097,삼송근린12(당고개)
41281-00098,삼송근린10(소청)
41281-00100,서오롱3
41281-00104,서오릉1
41281-00105,서오릉2
41281-00110,서삼릉
41281-00111,삼송소공원5
41281-00112,삼송근린1(송현)
41281-00113,원흥지구 소공원
41281-00114,궁말
41281-00115,삼송소공원3
41281-00118,마상
41281-00119,배다리
41281-00121,조각
41281-00122,주교 1
41281-00123,주교 3
41281-00126,지축지구 소공원3
41281-00127,지축어린이3
41281-00128,지축어린이2
41281-00129,지축근린3
41281-00130,지축근린2
41281-00131,지축근린1
41281-00132,지축어린이1
41281-00136,능1 소공원
41281-00137,주택재개발(196호)
41281-00138,지도
41281-00140,행주(능곡지구)
41281-00142,토당 1
41281-00143,토당 3
41281-00144,토당 5
41281-00145,토당 4
41281-00146,어린이3(능곡지구)
41281-00147,토당 6
41281-00148,토당 2
41281-00149,토당제1
41281-00150,느티나무(능곡)
41281-00151,밤나무공원
41281-00152,햇살공원
41281-00153,서정나루공원
41281-00154,행신나루
41281-00155,서두물
41281-00156,서정어린이공원
41281-00157,서두나루
41281-00158,서두마루공원
41281-00159,작은봉화공원
41281-00160,주택재개발(195호)
41281-00161,행신 1(번데미)
41281-00162,번데미
41281-00163,행신 2(장고뫼)
41281-00164,차장
41281-00165,행신 3(무원)
41281-00166,행신 4(용마루)
41281-00167,행신 6(용현)
41281-00168,행신 5(행신)
41281-00169,행신 7(소만)
41281-00170,행신 8(화신)
41281-00171,행신 9(행복)
41281-00172,가라뫼
41281-00173,밤나무(능곡)
41281-00174,자작나무
41281-00175,가라산
41281-00176,참나무(능곡)
41281-00177,단풍나무
41281-00178,벚나무(능곡)
41281-00179,살구나무
41281-00180,행신
41281-00181,회화나무
41281-00182,서정
41281-00192,행주산성
41281-00193,향동어린이1
41281-00194,향동지구 소공원1
41281-00195,향동수변1
41281-00196,향동지구 소공원2
41281-00198,향동근린2
41281-00199,향동근린2
41281-00200,향동수변2
41281-00201,향동어린이2
41281-00202,향동체육공원
41281-00203,향동근린1
41281-00210,화전7
41281-00213,화전8
41281-00214,화전9
41281-00215,화전6
41281-00218,은행나무
41281-00219,백양
41281-00220,소나무(능곡)
41281-00221,명지
41281-00222,희망
41281-00223,화수
41281-00224,화정 11(화수어린이)
41281-00225,화정 10(달빛어린이)
41281-00226,달빛
41281-00227,꽃물
41281-00228,화정 12(진달래)
41281-00229,은빛
41281-00230,화정 13(개나리)
41281-00231,화정 14(용정)
41281-00232,화정 15(민들레)
41281-00233,별빛
41281-00234,화정 18(꽃우물어린이)
41281-00235,꽃우물
41281-00236,화정 17(별빛어린이)
41281-00237,화정 16(배꽃)
41281-00238,화정중앙
41281-00239,옥빛
41281-00240,화정
41281-00241,덕은4(덕은지구)
41281-00242,동산2
41281-00243,대덕
41281-00244,소공원1(중부대학교)
41281-00245,소공원2(중부대학교)
41281-00246,소공원3(중부대학교)
41281-00247,소공원4(중부대학교)
41281-00248,소공원5(중부대학교)
41281-00249,소공원6(중부대학교)
41281-00250,소공원7(중부대학교)
41281-00251,소공원8(중부대학교)
41281-00252,소공원9(중부대학교)
41281-00253,소공원10(중부대학교)
41281-00254,주교4
41281-00255,주교5
41281-00256,주교6
41285-00001,내유동문화공원
41285-00002,모범
41285-00003,마두
41285-00004,말머리
41285-00005,강촌
41285-00006,정발산
41285-00007,냉천
41285-00008,설촌
41285-00009,능안
41285-00010,안골
41285-00012,백마
41285-00013,청천
41285-00014,검바골
41285-00015,안산
41285-00016,안산
41285-00017,방기
41285-00018,백석
41285-00019,문화공원(요진Y-City)
41285-00020,간이
41285-00021,용천
41285-00022,알미
41285-00025,향나무
41285-00026,식사(은행마을공원)
41285-00027,식사근린1(어침이)
41285-00028,식사어린이2(식사숲속)
41285-00029,식사어린이4(과학)
41285-00030,식사어린이3(바람놀이)
41285-00031,식사어린이5(올림푸스놀이)
41285-00032,식사근린2(식사중앙)
41285-00033,식사어린이6(저현)
41285-00034,식사근린3(방아고개)
41285-00035,식사어린이1(상상)
41285-00036,근린공원(식사2)
41285-00037,소공원(식사2)
41285-00039,어린이공원(식사2)
41285-00040,수변공원
41285-00041,일산문화공원
41285-00042,낙민
41285-00043,부촌
41285-00044,호수
41285-00045,호수
41285-00046,호수
41285-00047,매봉재
41285-00048,두루미
41285-00049,사재
41285-00050,밤가시
41285-00051,수정
41285-00052,닥밭
41285-00053,장항
41285-00054,중산태미
41285-00055,중산 3(중산테미어린이)
41285-00056,중산 1(중산마루)
41285-00057,중산 2(중산안골)
41285-00058,중산체육공원
41285-00059,중산 6(중산더부골)
41285-00060,중산 5(중산안학)
41285-00061,중산 7(중산어린이)
41285-00062,중산 4(중산오름)
41285-00063,중산 8(중산삼애)
41285-00064,중산 9(중산추만)
41285-00065,하늘자전거(일산2)
41285-00066,하늘장미(일산2)
41285-00067,안곡습지
41285-00068,소개울
41285-00069,개나리(일산2)
41285-00070,하늘
41285-00071,성아
41285-00072,하늘별무리(일산2)
41285-00073,어린이공원(약산마을)
41285-00074,소공원(약산마을)
41285-00075,근린공원(일산3지구)
41285-00076,행복(능곡지구)
41285-00077,덕은1(덕은지구)
41285-00078,소공원(일산3구역)
41285-00079,달맞이
41285-00080,산수유
41285-00081,목련
41285-00082,식골
41285-00083,느티나무(풍동)
41285-00084,이팝나무
41285-00085,벚나무(풍동)
41285-00086,소나무(풍동)
41285-00087,참나무(풍동)
41285-00088,풍동(풍식사2)
41285-00089,풍동
41285-00090,장항1(장항공동주택지구)
41285-00091,장항2
41285-00092,장항3
41285-00093,장항4
41285-00094,장항5
41285-00095,장항6
41285-00096,장항7
41285-00097,장항8
41287-00001,식사체육공원
41287-00002,가좌
41287-00003,국제전시장
41287-00004,국제전시2단계(제1호체육공원)
41287-00005,킨텍스수변공원(국제전시2단계)
41287-00006,송포
41287-00007,호미걸이
41287-00008,새말
41287-00009,토성
41287-00010,왕산
41287-00011,성저
41287-00012,가와지
41287-00013,장성
41287-00014,대화
41287-00015,양촌
41287-00016,김서
41287-00017,장촌
41287-00018,강서
41287-00019,레포츠
41287-00021,농업체험
41287-00022,고양생태
41287-00023,고양피크닉시민공원
41287-00024,문화공원1
41287-00025,문화공원2
41287-00026,국제전시2단계(제1호문화공원)
41287-00027,킨텍스2단계(킨텍스온누리)
41287-00028,덕이동
41287-00029,덕이어린이4(한별)
41287-00030,덕이어린이3(잎새)
41287-00031,덕이근린2(한산)
41287-00032,덕이어린이2(아지랑이)
41287-00033,덕이근린1(덕이)
41287-00034,덕이어린이1(샘물)
41287-00035,도화
41287-00036,윗말
41287-00037,후동
41287-00038,중산 10(한뫼)
41287-00039,한뫼
41287-00040,이물재
41287-00041,문촌
41287-00042,주엽
41287-00043,백암
41287-00044,오거리
41287-00045,오마
41287-00046,강재
41287-00047,궁골
41287-00048,문화
41287-00049,강선
41287-00050,회화
41287-00051,탄현주상복합(탄현통나무)
41287-00052,탄현 1(황룡)
41287-00053,탄현 3(현중)
41287-00054,탄현 4(숯고개)
41287-00055,탄현 5(탄현)
41287-00056,탄현 6(탄중)
41287-00057,탄현 2(황룡산)
41287-00058,숯고개
41287-00059,탄현일단의주택지168(탄현용현)
41287-00060,탄현일단의주택지169(탄현호곡)
41287-00061,탄현주상복합(숯고개향나무)
41287-00062,탄현
41287-00063,일산재정비촉진지구(일산2구역)
41287-00064,문화공원(일산I-2구역)
41281-00257,1호 문화공원
41281-00258,대장동1공원
41281-00259,대장동2공원
41281-00260,대장동3공원
41281-00261,대장동4공원
41281-00262,대장동5공원
41281-00263,대장동6공원
41281-00264,대장동7공원
41281-00265,대장동8공원
41281-00266,대장동9공원
41281-00267,대장동10공원
41281-00268,대장동11공원
36110-00058,푸름샘 소공원(소1-1)
36110-00059,솔숲 소공원(소1-2)
36110-00060,마디꽃 수변공원(수1-1)
36110-00061,?꽃 수변공원(수2-3)
36110-00062,여울목 수변공원(수2-4)
36110-00063,백제고분 공원(역2-2)
36110-00064,어서각 공원(역1-2)
36110-00065,초려 공원(역1-2)
36110-00066,문화공원(문화1-1)
36110-00067,누리빛 문화공원(문화1-2)
36110-00068,문화공원(문화1-3)
36110-00069,호수공원(문화S-1)
36110-00070,금남체육공원
36110-00001,부강공원
36110-00002,침산공원(충령탑)
36110-00003,수원지 공원
36110-00004,침산공원2
36110-00005,가락뜰 근린공원(근1-2)
36110-00006,뜸이기뜰 근린공원(근1-3)
36110-00007,솔뜰 근린공원(근1-5)
36110-00008,참뜰 근린공원(근1-6)
36110-00009,오가낭뜰 근린공원(근1-7)
36110-00010,두루뜰 근린공원(근1-8)
36110-00011,기쁨뜰 근린공원(근1-9)
36110-00012,우람뜰 근린공원(근1-10)
36110-00013,도담뜰 근린공원(근1-11)
36110-00014,두무뜰 근린공원(근1-12)
36110-00015,푸른뜰 근린공원(근1-13)
36110-00016,새뜰 근린공원(근1-14)
36110-00017,어진뜰 근린공원(근1-15)
36110-00018,맑은뜰 근린공원(근1-16)
36110-00019,봄뜰 근린공원(근1-17)
36110-00020,안뜰 근린공원(근1-18)
36110-00021,제천뜰 근린공원(근1-19)
36110-00022,한솔뜰 근린공원(근2-3)
36110-00023,아침뜰 근린공원(근2-4)
36110-00024,금남제2호공원
36110-00025,제1호공원
36110-00026,제2호공원
36110-00027,제3호공원
36110-00028,제4호공원
36110-00029,제5호공원
36110-00030,제7호공원
36110-00031,제9호공원
36110-00032,제10호공원
36110-00033,제11호공원
36110-00034,제12호공원
36110-00035,제13호공원
36110-00036,제14호공원
36110-00037,제15호공원
36110-00039,큰별꽃 어린이공원(어1-3)
36110-00040,꽃다비 어린이공원(어1-4)
